CrashName,TimeStamp,Weather,RoadwaySurface,RoadwayCondition,Lighting
CR-0000093358,7/1/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093425,7/10/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093367,9/7/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093353,7/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093408,7/3/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093457,7/25/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093438,7/5/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093470,7/8/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093398,7/6/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093493,7/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093496,7/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093504,7/16/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087023,6/17/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087024,6/17/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087025,6/17/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087027,6/17/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087028,6/17/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087029,6/17/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087030,6/25/21,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000087031,6/25/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087032,6/25/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087033,6/25/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087034,6/25/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087035,6/25/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087036,6/25/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087037,6/26/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000087038,6/26/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087039,6/26/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087040,6/26/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087041,6/26/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087042,6/26/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087043,6/26/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087044,6/26/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087045,6/26/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000087046,6/29/21,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000087047,6/26/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087048,6/27/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087049,6/27/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087050,6/27/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093498,7/12/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093513,8/16/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093503,7/15/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093507,7/16/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093506,7/16/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093495,7/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093494,7/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093500,7/13/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093497,7/12/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093512,8/6/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087051,6/27/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087052,6/27/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087053,6/27/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087054,6/27/21,Clear,Dry,Construction - Repair Zone,Dark - Street Light
CR-0000087055,6/28/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087056,6/28/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087057,6/28/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087058,6/28/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087061,6/28/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087062,6/28/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087060,6/18/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087063,6/28/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093501,7/14/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093502,7/14/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093568,7/31/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093552,7/28/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093556,7/29/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093528,7/13/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093548,7/21/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093575,7/17/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093564,7/29/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093522,7/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093535,7/19/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093570,7/13/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093518,7/2/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093514,7/2/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093534,7/17/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093530,7/13/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093515,7/2/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093551,7/25/22,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000093569,7/26/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093565,7/30/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093558,7/30/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093554,7/29/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093567,7/30/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093533,7/16/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093524,7/9/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093517,7/2/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093529,7/13/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087064,6/28/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000087065,6/28/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087066,6/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087067,6/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087068,6/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087069,6/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087070,6/30/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087072,6/30/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087073,6/18/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087074,6/19/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087076,6/18/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087077,6/18/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087078,6/18/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087080,7/14/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087081,7/14/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087082,7/17/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087085,6/24/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087089,4/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087090,5/2/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087091,5/4/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087092,5/5/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087094,5/11/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087096,5/13/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093573,7/17/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093525,7/10/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093537,7/19/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093572,7/15/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000093523,7/9/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093557,7/30/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093561,7/30/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093559,7/30/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093521,7/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093555,7/29/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093527,7/12/22,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000093536,7/20/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093516,7/2/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093574,7/17/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093531,7/13/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093566,7/30/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093538,7/19/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093571,7/13/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093526,7/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093560,7/30/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093520,7/1/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093553,7/28/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093532,7/14/22,Clear,Dry,Loose Material On Roadway,Daylight
CR-0000093588,8/19/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093584,8/20/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093577,8/20/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093579,8/20/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087097,5/13/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087098,5/16/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087099,5/17/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087100,5/18/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087102,5/22/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087103,5/23/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087104,5/24/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087105,5/24/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087106,5/25/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087107,5/26/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087108,5/26/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087109,5/26/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087110,5/27/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087111,6/1/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087113,6/1/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087115,6/3/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087116,6/3/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087117,6/3/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087119,6/4/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087120,6/6/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087121,6/8/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087122,6/8/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087123,6/10/21,Clear,Dry,Obstruction On Roadway,Daylight
CR-0000087124,6/19/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093592,8/18/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093589,8/19/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093585,8/20/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000093587,8/20/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093581,8/20/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093590,8/19/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093583,8/20/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093576,8/20/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093591,8/18/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093578,8/20/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093582,8/20/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093580,8/20/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093586,8/20/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093644,8/7/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093641,8/6/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000093635,8/22/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000093605,8/3/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093647,8/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093596,8/20/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093621,8/6/22,Clear,Slippery (Muddy Oily etc.),No Unusual Conditions,Dark - Street Light Not Functioning
CR-0000093622,8/6/22,Clear,Slippery (Muddy Oily etc.),No Unusual Conditions,Dark - Street Light
CR-0000093615,7/18/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093645,8/8/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000093642,8/7/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093627,8/4/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093662,8/13/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093650,8/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087125,6/19/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087126,6/19/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087127,6/17/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087128,6/19/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087130,6/19/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087132,6/19/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087133,6/19/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087134,6/19/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087135,6/19/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087136,6/19/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000087137,6/19/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087138,6/21/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087139,6/20/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087140,6/20/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087141,6/20/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087142,6/20/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087143,6/20/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087144,6/20/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087145,6/20/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087146,6/20/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087147,6/17/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087148,6/19/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087149,6/22/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087150,6/22/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093608,7/15/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093638,8/4/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093624,8/8/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093625,8/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093651,8/10/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093594,8/20/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093654,8/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093636,8/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093606,7/13/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093595,8/20/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093617,8/5/22,Clear,Dry,No Unusual Conditions,Dark - Street Light Not Functioning
CR-0000093637,8/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093607,8/4/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087151,6/24/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087152,6/24/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087153,6/24/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087154,6/24/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087155,6/24/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087156,6/21/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087157,6/21/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087158,6/21/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087159,6/21/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087160,6/21/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087162,6/21/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087163,6/21/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087164,6/21/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000093652,8/10/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093655,8/12/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093598,8/21/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093599,8/3/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093603,8/3/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093633,8/22/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093600,7/8/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093658,8/24/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093630,7/21/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093616,8/5/22,Clear,Dry,No Unusual Conditions,Dark - Street Light Not Functioning
CR-0000093593,8/19/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093659,8/24/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093597,8/21/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087165,6/21/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087166,6/21/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087167,6/21/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087168,6/22/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087169,6/22/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087170,6/23/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087171,6/23/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087172,6/23/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087173,6/23/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087174,6/23/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087175,6/23/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087176,6/23/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093626,8/4/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093613,8/5/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093646,8/8/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093620,8/6/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093601,8/3/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093602,7/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093643,8/7/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093631,7/21/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093632,7/22/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093657,8/12/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093618,8/6/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093619,8/6/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093640,8/5/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093623,8/7/22,Clear,Dry,No Unusual Conditions,Dark - Street Light Not Functioning
CR-0000087179,6/28/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087181,6/28/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087182,6/27/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087183,6/27/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087184,6/28/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087186,6/28/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000087187,6/28/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087188,6/29/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087189,6/30/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087190,6/30/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087191,6/30/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087192,6/30/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093639,8/5/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093612,8/5/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093656,8/24/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093604,7/13/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093661,8/13/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093610,8/5/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093628,7/18/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093634,8/22/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093648,8/9/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093649,8/10/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000093660,8/12/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000093653,8/24/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000093614,7/17/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000087193,6/30/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000087194,6/27/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000087203,4/19/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
