CrashName,TimeStamp,Weather,RoadwaySurface,RoadwayCondition,Lighting
CR-0000080372,3/4/19,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080378,3/6/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000080381,12/23/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080383,12/23/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079614,11/7/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079618,11/8/19,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079366,10/18/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079369,10/18/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079370,10/18/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079372,10/19/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079377,10/19/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079388,10/20/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079390,10/20/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044517,5/10/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044046,4/14/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000045574,8/11/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000049737,5/2/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000050299,5/10/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000062452,7/27/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079367,10/18/19,Clear,Dry,Holes Deep Rut,Dark - No Street Light
CR-0000079376,10/19/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079378,10/19/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079379,10/19/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079381,10/19/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079384,10/19/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080367,12/21/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079610,11/7/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079612,11/7/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079617,11/8/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079625,11/8/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079635,11/8/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079644,11/9/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079648,11/19/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079331,10/15/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079332,10/15/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079334,10/16/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079335,10/16/19,Cloudy,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079343,10/16/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079349,10/17/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079350,10/17/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000050364,5/6/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000062843,8/26/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000063183,9/2/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079580,11/5/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079582,11/5/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079585,11/5/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079587,11/5/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079589,11/5/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079594,11/5/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079596,11/6/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079600,11/6/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079601,11/6/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079602,11/6/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079607,11/7/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079611,11/7/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079616,11/8/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079619,11/8/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049740,5/2/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000055609,5/2/15,Clear,Dry,No Unusual Conditions,Daylight
CR-0000062352,7/17/16,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079629,11/8/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079631,11/8/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079636,11/9/19,Fog,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080369,12/22/19,Rain,Wet,No Unusual Conditions,Daylight
CR-0000080384,12/23/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049617,4/25/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044945,6/6/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079639,11/9/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079640,11/9/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079647,11/9/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079653,11/10/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080376,3/5/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000080377,3/6/19,Clear,Wet,No Unusual Conditions,Daylight
CR-0000080379,12/23/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000034109,7/12/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000031413,5/13/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079634,11/8/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079638,11/9/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079641,11/9/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079646,11/9/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080380,12/23/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000080382,12/23/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080388,3/7/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000080396,12/24/19,Rain,Wet,No Unusual Conditions,Daylight
CR-0000049689,4/29/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079649,11/10/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079655,11/10/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044261,4/26/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032999,7/20/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000057266,9/7/15,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000068009,6/19/17,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049434,4/5/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000049683,4/29/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049672,4/28/14,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000031702,5/17/11,Rain,Wet,No Unusual Conditions,Daylight
CR-0000031677,5/18/11,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000063609,9/30/16,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000049450,4/10/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000056090,6/4/15,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044197,4/23/13,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000044605,6/7/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000056678,8/4/15,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000063090,9/7/16,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000063458,9/16/16,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000063259,9/9/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044947,6/6/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000037456,4/12/12,Rain,Wet,No Unusual Conditions,Daylight
CR-0000034694,8/25/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080371,3/5/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000080374,3/5/19,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000080391,12/24/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080394,3/7/19,Cloudy,Wet,No Unusual Conditions,Dusk - Dawn
CR-0000080395,12/24/19,Rain,Wet,No Unusual Conditions,Daylight
CR-0000080401,3/9/19,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000049700,4/30/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044279,4/27/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044172,4/21/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032874,7/15/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000034481,10/8/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000034847,10/18/11,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000032715,7/5/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079352,10/17/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079357,10/17/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079368,10/18/19,Clear,Dry,No Unusual Conditions,Dark - Street Light Not Functioning
CR-0000079371,10/19/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079373,10/19/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079374,10/19/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079375,10/18/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000050372,5/7/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000050368,5/6/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049339,4/8/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000050358,5/6/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000055390,5/16/15,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000055608,5/2/15,Clear,Dry,No Unusual Conditions,Daylight
CR-0000062384,7/16/16,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079620,11/8/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079622,11/8/19,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000079627,11/8/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079630,11/8/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079632,11/8/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079637,11/9/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000067997,6/18/17,Clear,Dry,No Unusual Conditions,Daylight
CR-0000067984,6/17/17,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000068103,7/2/17,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079660,11/10/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079662,11/11/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079667,11/11/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079673,11/12/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079645,11/9/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000062375,7/17/16,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000067689,6/2/17,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079674,11/12/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079676,11/12/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079678,11/12/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080385,12/23/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080390,3/7/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000080392,3/7/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000080398,12/24/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000079382,10/19/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079387,10/19/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079391,10/20/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000080368,12/22/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000080373,3/5/19,Rain,Wet,No Unusual Conditions,Daylight
CR-0000080375,3/5/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000080400,12/25/19,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000080408,12/27/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080416,12/28/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080418,12/28/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080419,12/29/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000080421,12/30/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000080423,12/31/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079654,11/10/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079656,11/10/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079658,11/10/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079671,11/12/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079679,11/12/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079683,11/13/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079684,11/12/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080397,3/7/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000080404,12/25/19,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000080407,12/26/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080410,12/27/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080426,12/31/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080429,3/9/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049409,4/13/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000049668,4/28/14,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000044277,4/27/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080432,3/11/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080434,3/12/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080437,3/13/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080441,3/15/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080442,12/2/19,Rain,Wet,No Unusual Conditions,Daylight
CR-0000080443,12/3/19,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000080445,12/3/19,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000049648,4/27/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079652,11/10/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079650,11/10/19,Fog,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079661,11/10/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079666,11/11/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079669,11/11/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079675,11/12/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079682,11/13/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080406,12/26/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080409,12/27/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080411,12/27/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080413,12/28/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000080415,12/28/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080422,12/31/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080424,12/31/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080427,3/9/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000080436,3/13/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080438,3/13/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080439,3/14/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080451,12/7/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000080456,12/9/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079687,11/13/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079707,11/15/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079710,11/15/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080386,3/7/19,Cloudy,Wet,No Unusual Conditions,Dusk - Dawn
CR-0000079651,11/10/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079659,11/10/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079663,11/11/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079664,11/11/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079665,11/11/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079668,11/11/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079670,11/11/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080387,12/24/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080389,12/24/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080393,12/24/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080402,12/25/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080403,3/9/19,Rain,Wet,No Unusual Conditions,Daylight
CR-0000080405,12/26/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079711,11/15/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079713,11/15/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000033685,9/2/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000068091,6/24/17,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000067972,6/17/17,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000063558,9/27/16,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044561,6/1/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000035498,12/11/11,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000032566,6/27/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000031299,5/7/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080459,12/12/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000080461,12/12/19,Clear,Wet,No Unusual Conditions,Dark - Street Light
CR-0000080469,12/15/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080470,12/15/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080486,12/25/19,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080488,12/26/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080489,12/27/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000037436,3/17/12,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000031182,5/2/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032884,7/15/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000037420,4/9/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000037447,4/10/12,Rain,Wet,No Unusual Conditions,Daylight
CR-0000031281,5/6/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000032901,7/16/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032899,7/16/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000037422,4/9/12,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034789,10/21/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000032876,7/15/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080412,12/27/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000044269,4/26/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032700,7/4/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034721,6/30/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000033702,9/2/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000057559,10/1/15,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000057202,9/1/15,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034866,10/23/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080454,12/8/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000080457,12/10/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080460,12/12/19,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080471,12/16/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000080473,12/17/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080475,12/18/19,Cloudy,Wet,No Unusual Conditions,Dark - Street Light
CR-0000080425,12/31/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080430,3/11/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080444,12/3/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080447,12/4/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000080450,12/6/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080458,12/10/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000080466,12/14/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000080479,12/20/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079686,11/13/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079688,11/12/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079691,11/14/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079699,11/14/19,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079704,11/15/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079705,11/15/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034864,10/23/11,Clear,Dry,No Unusual Conditions,Dark - Street Light Not Functioning
CR-0000034764,10/19/11,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000034855,10/23/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000034757,10/19/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000032948,7/22/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000033755,9/6/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080468,12/15/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000080472,12/17/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000080474,12/18/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000063455,9/16/16,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000037313,4/2/12,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000033567,8/28/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079722,11/16/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000036768,12/12/11,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000034762,10/19/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000033719,9/3/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034857,10/23/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034838,10/18/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034824,10/17/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032890,7/16/11,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000037415,4/9/12,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000034780,10/21/11,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000032551,6/24/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079685,11/13/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079693,11/14/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079694,11/14/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079696,11/14/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079698,11/14/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079717,11/15/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079718,11/15/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000033068,7/23/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032941,7/22/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032923,7/21/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000032598,6/29/11,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000034150,7/14/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049656,4/27/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000056133,7/13/15,Clear,Dry,No Unusual Conditions,Daylight
CR-0000043999,4/12/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000044598,6/3/13,Clear,Dry,No Unusual Conditions,Daylight
CR-0000049631,4/26/14,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080414,12/28/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080420,12/29/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000080428,3/9/19,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000080431,3/11/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080433,3/12/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080435,3/13/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079672,11/12/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079681,11/13/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079689,11/13/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079692,11/14/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079690,11/13/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000079697,11/14/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079700,11/13/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080446,12/4/19,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000080449,12/5/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080452,12/8/19,Rain,Wet,No Unusual Conditions,Daylight
CR-0000080453,12/8/19,Rain,Wet,No Unusual Conditions,Daylight
CR-0000080455,12/8/19,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000080462,12/13/19,Cloudy,Wet,No Unusual Conditions,Dark - Street Light
CR-0000080464,12/13/19,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000079701,11/14/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079702,11/15/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000079703,11/15/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079709,11/15/19,Clear,Dry,No Unusual Conditions,Daylight
CR-0000079712,11/15/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000034820,10/16/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000034647,10/15/11,Clear,Dry,No Unusual Conditions,Daylight
CR-0000080482,12/23/19,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000080484,12/25/19,Rain,Wet,No Unusual Conditions,Dark - Street Light
